model_id,display,key,primary_type,tier,outcome_class,compiled,has_pred,csr_error,el_tp,el_fp,el_fn,el_f1,ta_matched,ta_correct,ta_excluded,rel_tp,rel_fp,rel_fn,rel_f1,relations_missed,relations_extra,chrf,gt_puml,pred_puml,pred_puml_exists,input_image,pred_render,pred_render_exists
claude-sonnet-4-6,Claude Sonnet 4.6,b98c5fc6649e2bb3ceff143dbc060d141396ff62,sequence,4,compile_fail,False,True,no PNG produced,0,0,15,0.0000,0,0,0,0,0,98,0.0000,message,,34.00,data/puml_files/b98c5fc6649e2bb3ceff143dbc060d141396ff62.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/b98c5fc6649e2bb3ceff143dbc060d141396ff62.puml,True,data/puml_images_1568/b98c5fc6649e2bb3ceff143dbc060d141396ff62.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/b98c5fc6649e2bb3ceff143dbc060d141396ff62.png,False
claude-sonnet-4-6,Claude Sonnet 4.6,bf0e4a69eec206028b6fbd8dfc1e9905986d987d,class,4,compile_fail,False,True,Error line 40 in file: data/csr/claude-sonnet-4-6_20260613T154151Z/extracted/bf0e4a69eec206028b6fbd8dfc1e9905986d987d.puml,0,0,27,0.0000,0,0,0,0,0,33,0.0000,inheritance;composition;dependency;association,,85.87,data/puml_files/bf0e4a69eec206028b6fbd8dfc1e9905986d987d.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/bf0e4a69eec206028b6fbd8dfc1e9905986d987d.puml,True,data/puml_images_1568/bf0e4a69eec206028b6fbd8dfc1e9905986d987d.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/bf0e4a69eec206028b6fbd8dfc1e9905986d987d.png,False
claude-sonnet-4-6,Claude Sonnet 4.6,e9a06725c4d85ec28ca9d343c1f23ab41d0e398f,sequence,1,compile_fail,False,True,Error line 2 in file: data/csr/claude-sonnet-4-6_20260613T154151Z/extracted/e9a06725c4d85ec28ca9d343c1f23ab41d0e398f.puml,0,0,3,0.0000,0,0,0,0,0,3,0.0000,message,,64.84,data/puml_files/e9a06725c4d85ec28ca9d343c1f23ab41d0e398f.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/e9a06725c4d85ec28ca9d343c1f23ab41d0e398f.puml,True,data/puml_images_1568/e9a06725c4d85ec28ca9d343c1f23ab41d0e398f.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/e9a06725c4d85ec28ca9d343c1f23ab41d0e398f.png,False
claude-sonnet-4-6,Claude Sonnet 4.6,eca2ab48326da689cc54d0efa9b678ae317e1272,sequence,2,compile_fail,False,True,Error line 11 in file: data/csr/claude-sonnet-4-6_20260613T154151Z/extracted/eca2ab48326da689cc54d0efa9b678ae317e1272.puml,0,0,5,0.0000,0,0,0,0,0,8,0.0000,message,,42.89,data/puml_files/eca2ab48326da689cc54d0efa9b678ae317e1272.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/eca2ab48326da689cc54d0efa9b678ae317e1272.puml,True,data/puml_images_1568/eca2ab48326da689cc54d0efa9b678ae317e1272.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/eca2ab48326da689cc54d0efa9b678ae317e1272.png,False
claude-sonnet-4-6,Claude Sonnet 4.6,035a538b1f737e40683b939a076334f5845e2d75,sequence,3,compiled_low_structural,True,True,,6,0,0,1.0000,6,1,0,6,8,8,0.4286,message,message,66.06,data/puml_files/035a538b1f737e40683b939a076334f5845e2d75.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/035a538b1f737e40683b939a076334f5845e2d75.puml,True,data/puml_images_1568/035a538b1f737e40683b939a076334f5845e2d75.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/035a538b1f737e40683b939a076334f5845e2d75.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,0c347826efa0a235f71c95b3d79310d14e6bcf57,class,2,compiled_low_structural,True,True,,5,0,0,1.0000,5,3,2,2,4,4,0.3333,dependency,dependency,86.18,data/puml_files/0c347826efa0a235f71c95b3d79310d14e6bcf57.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/0c347826efa0a235f71c95b3d79310d14e6bcf57.puml,True,data/puml_images_1568/0c347826efa0a235f71c95b3d79310d14e6bcf57.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/0c347826efa0a235f71c95b3d79310d14e6bcf57.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,133bc403688003f3e7d81702cb1901b970760b62,class,1,compiled_low_structural,True,True,,0,2,1,0.0000,0,0,0,0,1,0,0.0000,,dependency,30.41,data/puml_files/133bc403688003f3e7d81702cb1901b970760b62.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/133bc403688003f3e7d81702cb1901b970760b62.puml,True,data/puml_images_1568/133bc403688003f3e7d81702cb1901b970760b62.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/133bc403688003f3e7d81702cb1901b970760b62.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,13535b2cbd8a085a55557cd59dee9ac4e2096202_20,sequence,1,compiled_low_structural,True,True,,5,0,0,1.0000,5,5,0,0,4,0,0.0000,,message,69.64,data/puml_files/13535b2cbd8a085a55557cd59dee9ac4e2096202_20.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/13535b2cbd8a085a55557cd59dee9ac4e2096202_20.puml,True,data/puml_images_1568/13535b2cbd8a085a55557cd59dee9ac4e2096202_20.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/13535b2cbd8a085a55557cd59dee9ac4e2096202_20.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,45d18b21343a19f3e362cc2bfe16b2b072dda3ce,class,4,compiled_low_structural,True,True,,18,5,5,0.7826,18,18,0,4,22,20,0.1600,inheritance;composition;dependency;association,inheritance;dependency;association,82.91,data/puml_files/45d18b21343a19f3e362cc2bfe16b2b072dda3ce.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/45d18b21343a19f3e362cc2bfe16b2b072dda3ce.puml,True,data/puml_images_1568/45d18b21343a19f3e362cc2bfe16b2b072dda3ce.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/45d18b21343a19f3e362cc2bfe16b2b072dda3ce.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,4788cbabec3c97afb5ecc1f2ea825d8e9bcd1461,sequence,2,compiled_low_structural,True,True,,1,3,3,0.2500,1,1,0,0,10,9,0.0000,message,message,41.54,data/puml_files/4788cbabec3c97afb5ecc1f2ea825d8e9bcd1461.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/4788cbabec3c97afb5ecc1f2ea825d8e9bcd1461.puml,True,data/puml_images_1568/4788cbabec3c97afb5ecc1f2ea825d8e9bcd1461.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/4788cbabec3c97afb5ecc1f2ea825d8e9bcd1461.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,4d55d9c17b48517f603b4236d9eea9bb07d7ab17,sequence,3,compiled_low_structural,True,True,,5,0,0,1.0000,5,5,0,6,10,10,0.3750,message,message,76.70,data/puml_files/4d55d9c17b48517f603b4236d9eea9bb07d7ab17.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/4d55d9c17b48517f603b4236d9eea9bb07d7ab17.puml,True,data/puml_images_1568/4d55d9c17b48517f603b4236d9eea9bb07d7ab17.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/4d55d9c17b48517f603b4236d9eea9bb07d7ab17.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,6c7324c7eaeb23cd5644654ea022ca212ecd24ea,sequence,1,compiled_low_structural,True,True,,1,1,1,0.5000,1,1,0,0,4,4,0.0000,message,message,54.13,data/puml_files/6c7324c7eaeb23cd5644654ea022ca212ecd24ea.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/6c7324c7eaeb23cd5644654ea022ca212ecd24ea.puml,True,data/puml_images_1568/6c7324c7eaeb23cd5644654ea022ca212ecd24ea.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/6c7324c7eaeb23cd5644654ea022ca212ecd24ea.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,75d17323e3f57e506be51b5455aa97ae89d8c5cc,sequence,2,compiled_low_structural,True,True,,1,3,3,0.2500,1,1,0,0,6,6,0.0000,message,message,59.60,data/puml_files/75d17323e3f57e506be51b5455aa97ae89d8c5cc.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/75d17323e3f57e506be51b5455aa97ae89d8c5cc.puml,True,data/puml_images_1568/75d17323e3f57e506be51b5455aa97ae89d8c5cc.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/75d17323e3f57e506be51b5455aa97ae89d8c5cc.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,7da506b516de210ee3d054915942c3d0f7a2160f,class,3,compiled_low_structural,True,True,,5,0,0,1.0000,5,5,0,1,3,2,0.2857,inheritance;aggregation,inheritance;aggregation;dependency,82.23,data/puml_files/7da506b516de210ee3d054915942c3d0f7a2160f.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/7da506b516de210ee3d054915942c3d0f7a2160f.puml,True,data/puml_images_1568/7da506b516de210ee3d054915942c3d0f7a2160f.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/7da506b516de210ee3d054915942c3d0f7a2160f.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,9f191261deed646fe29bfdbe79135b223f66136e,class,3,compiled_low_structural,True,True,,5,0,0,1.0000,5,5,0,2,5,4,0.3077,aggregation;association,aggregation;dependency;association,86.66,data/puml_files/9f191261deed646fe29bfdbe79135b223f66136e.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/9f191261deed646fe29bfdbe79135b223f66136e.puml,True,data/puml_images_1568/9f191261deed646fe29bfdbe79135b223f66136e.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/9f191261deed646fe29bfdbe79135b223f66136e.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,a33039e4fbdeb76d8d991f13075eb6aabf979e31,class,2,compiled_low_structural,True,True,,0,1,1,0.0000,0,0,0,0,0,0,1.0000,,,72.33,data/puml_files/a33039e4fbdeb76d8d991f13075eb6aabf979e31.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/a33039e4fbdeb76d8d991f13075eb6aabf979e31.puml,True,data/puml_images_1568/a33039e4fbdeb76d8d991f13075eb6aabf979e31.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/a33039e4fbdeb76d8d991f13075eb6aabf979e31.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,ac0a357b6bbc8318261c4a48de6b6dbbfab1e58e,class,4,compiled_low_structural,True,True,,9,1,1,0.9000,9,7,1,6,8,8,0.4286,inheritance;association,inheritance;dependency,84.38,data/puml_files/ac0a357b6bbc8318261c4a48de6b6dbbfab1e58e.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/ac0a357b6bbc8318261c4a48de6b6dbbfab1e58e.puml,True,data/puml_images_1568/ac0a357b6bbc8318261c4a48de6b6dbbfab1e58e.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/ac0a357b6bbc8318261c4a48de6b6dbbfab1e58e.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,bb081e2cfe075702e0a7c3b354ad0d566c4fee11,class,1,compiled_low_structural,True,True,,0,4,2,0.0000,0,0,0,0,3,1,0.0000,inheritance,inheritance;dependency,38.99,data/puml_files/bb081e2cfe075702e0a7c3b354ad0d566c4fee11.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/bb081e2cfe075702e0a7c3b354ad0d566c4fee11.puml,True,data/puml_images_1568/bb081e2cfe075702e0a7c3b354ad0d566c4fee11.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/bb081e2cfe075702e0a7c3b354ad0d566c4fee11.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,c8c2c241aac85edf063c91907252641d60d12c1e,sequence,4,compiled_low_structural,True,True,,6,0,0,1.0000,6,6,0,5,12,12,0.2941,message,message,79.86,data/puml_files/c8c2c241aac85edf063c91907252641d60d12c1e.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/c8c2c241aac85edf063c91907252641d60d12c1e.puml,True,data/puml_images_1568/c8c2c241aac85edf063c91907252641d60d12c1e.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/c8c2c241aac85edf063c91907252641d60d12c1e.png,True
claude-sonnet-4-6,Claude Sonnet 4.6,d88ff3fb6aa3f88e69a804beac0eb19ed5b0d639,sequence,4,compiled_low_structural,True,True,,1,16,16,0.0588,1,1,0,0,68,62,0.0000,message,message,76.12,data/puml_files/d88ff3fb6aa3f88e69a804beac0eb19ed5b0d639.puml,data/runs/claude-sonnet-4-6_20260613T154151Z/d88ff3fb6aa3f88e69a804beac0eb19ed5b0d639.puml,True,data/puml_images_1568/d88ff3fb6aa3f88e69a804beac0eb19ed5b0d639.png,data/csr/claude-sonnet-4-6_20260613T154151Z/png/d88ff3fb6aa3f88e69a804beac0eb19ed5b0d639.png,True
