model_id,display,key,primary_type,tier,outcome_class,compiled,has_pred,csr_error,el_tp,el_fp,el_fn,el_f1,ta_matched,ta_correct,ta_excluded,rel_tp,rel_fp,rel_fn,rel_f1,relations_missed,relations_extra,chrf,gt_puml,pred_puml,pred_puml_exists,input_image,pred_render,pred_render_exists
gpt-5.2,GPT-5.2,8bce1d211b840b53b1ecdec7fd054e684c345b2d,sequence,3,compiled_low_structural,True,True,,2,2,2,0.5000,2,2,0,0,11,11,0.0000,message,message,68.13,data/puml_files/8bce1d211b840b53b1ecdec7fd054e684c345b2d.puml,data/runs/gpt-5.2-2025-12-11_20260613T154248Z/8bce1d211b840b53b1ecdec7fd054e684c345b2d.puml,True,data/puml_images_1568/8bce1d211b840b53b1ecdec7fd054e684c345b2d.png,data/csr/gpt-5.2-2025-12-11_20260613T154248Z/png/8bce1d211b840b53b1ecdec7fd054e684c345b2d.png,True
gpt-5.2,GPT-5.2,938e9cc0e6b8dda26422f35f30282f7d202efb9d_02,sequence,4,compiled_low_structural,True,True,,1,4,4,0.2000,1,1,0,0,20,20,0.0000,message,message,62.52,data/puml_files/938e9cc0e6b8dda26422f35f30282f7d202efb9d_02.puml,data/runs/gpt-5.2-2025-12-11_20260613T154248Z/938e9cc0e6b8dda26422f35f30282f7d202efb9d_02.puml,True,data/puml_images_1568/938e9cc0e6b8dda26422f35f30282f7d202efb9d_02.png,data/csr/gpt-5.2-2025-12-11_20260613T154248Z/png/938e9cc0e6b8dda26422f35f30282f7d202efb9d_02.png,True
gpt-5.2,GPT-5.2,a33039e4fbdeb76d8d991f13075eb6aabf979e31,class,2,compiled_low_structural,True,True,,0,2,1,0.0000,0,0,0,0,1,0,0.0000,,dependency,58.01,data/puml_files/a33039e4fbdeb76d8d991f13075eb6aabf979e31.puml,data/runs/gpt-5.2-2025-12-11_20260613T154248Z/a33039e4fbdeb76d8d991f13075eb6aabf979e31.puml,True,data/puml_images_1568/a33039e4fbdeb76d8d991f13075eb6aabf979e31.png,data/csr/gpt-5.2-2025-12-11_20260613T154248Z/png/a33039e4fbdeb76d8d991f13075eb6aabf979e31.png,True
gpt-5.2,GPT-5.2,c5bb3816232672cc44f741e2b5d82d69ebdf932c,sequence,2,compiled_low_structural,True,True,,1,3,1,0.3333,1,1,0,0,2,2,0.0000,message,message,50.53,data/puml_files/c5bb3816232672cc44f741e2b5d82d69ebdf932c.puml,data/runs/gpt-5.2-2025-12-11_20260613T154248Z/c5bb3816232672cc44f741e2b5d82d69ebdf932c.puml,True,data/puml_images_1568/c5bb3816232672cc44f741e2b5d82d69ebdf932c.png,data/csr/gpt-5.2-2025-12-11_20260613T154248Z/png/c5bb3816232672cc44f741e2b5d82d69ebdf932c.png,True
gpt-5.2,GPT-5.2,da5358c8083486d43e592f36f3e194ccc1f9f6e0_03,class,4,compiled_low_structural,True,True,,17,0,0,1.0000,17,14,3,10,11,10,0.4878,inheritance;composition;association,inheritance;composition;dependency;association,69.18,data/puml_files/da5358c8083486d43e592f36f3e194ccc1f9f6e0_03.puml,data/runs/gpt-5.2-2025-12-11_20260613T154248Z/da5358c8083486d43e592f36f3e194ccc1f9f6e0_03.puml,True,data/puml_images_1568/da5358c8083486d43e592f36f3e194ccc1f9f6e0_03.png,data/csr/gpt-5.2-2025-12-11_20260613T154248Z/png/da5358c8083486d43e592f36f3e194ccc1f9f6e0_03.png,True
gpt-5.2,GPT-5.2,f39d1a63230c7db352af29e57065e9218c1f0a3d,class,3,compiled_low_structural,True,True,,10,0,0,1.0000,10,10,0,4,6,6,0.4000,composition;aggregation,composition;aggregation,87.10,data/puml_files/f39d1a63230c7db352af29e57065e9218c1f0a3d.puml,data/runs/gpt-5.2-2025-12-11_20260613T154248Z/f39d1a63230c7db352af29e57065e9218c1f0a3d.puml,True,data/puml_images_1568/f39d1a63230c7db352af29e57065e9218c1f0a3d.png,data/csr/gpt-5.2-2025-12-11_20260613T154248Z/png/f39d1a63230c7db352af29e57065e9218c1f0a3d.png,True
gpt-5.2,GPT-5.2,fcd65f7d8920511a96fcffe53538f6014bb6f64f,class,1,compiled_low_structural,True,True,,0,2,2,0.0000,0,0,0,0,1,1,0.0000,inheritance,inheritance,37.27,data/puml_files/fcd65f7d8920511a96fcffe53538f6014bb6f64f.puml,data/runs/gpt-5.2-2025-12-11_20260613T154248Z/fcd65f7d8920511a96fcffe53538f6014bb6f64f.puml,True,data/puml_images_1568/fcd65f7d8920511a96fcffe53538f6014bb6f64f.png,data/csr/gpt-5.2-2025-12-11_20260613T154248Z/png/fcd65f7d8920511a96fcffe53538f6014bb6f64f.png,True
gpt-5.2,GPT-5.2,fff389a2f264c9d5a71da3c2e50c05082884a074,class,3,compiled_low_structural,True,True,,6,0,0,1.0000,6,6,0,0,5,5,0.0000,inheritance,inheritance,81.29,data/puml_files/fff389a2f264c9d5a71da3c2e50c05082884a074.puml,data/runs/gpt-5.2-2025-12-11_20260613T154248Z/fff389a2f264c9d5a71da3c2e50c05082884a074.puml,True,data/puml_images_1568/fff389a2f264c9d5a71da3c2e50c05082884a074.png,data/csr/gpt-5.2-2025-12-11_20260613T154248Z/png/fff389a2f264c9d5a71da3c2e50c05082884a074.png,True
claude-opus-4-6,Claude Opus 4.6,2ba4e7f17f9f45f359569c1285dafccb3b4f54ab,sequence,2,compile_fail,False,True,Error line 15 in file: data/csr/claude-opus-4-6_20260614T081502Z/extracted/2ba4e7f17f9f45f359569c1285dafccb3b4f54ab.puml,0,0,5,0.0000,0,0,0,0,0,5,0.0000,message,,70.56,data/puml_files/2ba4e7f17f9f45f359569c1285dafccb3b4f54ab.puml,data/runs/claude-opus-4-6_20260614T081502Z/2ba4e7f17f9f45f359569c1285dafccb3b4f54ab.puml,True,data/puml_images_1568/2ba4e7f17f9f45f359569c1285dafccb3b4f54ab.png,data/csr/claude-opus-4-6_20260614T081502Z/png/2ba4e7f17f9f45f359569c1285dafccb3b4f54ab.png,False
claude-opus-4-6,Claude Opus 4.6,50efbc2a904f22fbb497d5a040e14bc419bebf26,class,3,compile_fail,False,True,Error line 30 in file: data/csr/claude-opus-4-6_20260614T081502Z/extracted/50efbc2a904f22fbb497d5a040e14bc419bebf26.puml,0,0,9,0.0000,0,0,0,0,0,8,0.0000,inheritance;dependency,,61.86,data/puml_files/50efbc2a904f22fbb497d5a040e14bc419bebf26.puml,data/runs/claude-opus-4-6_20260614T081502Z/50efbc2a904f22fbb497d5a040e14bc419bebf26.puml,True,data/puml_images_1568/50efbc2a904f22fbb497d5a040e14bc419bebf26.png,data/csr/claude-opus-4-6_20260614T081502Z/png/50efbc2a904f22fbb497d5a040e14bc419bebf26.png,False
claude-opus-4-6,Claude Opus 4.6,5ff302fdb03929946120216bea43c4393359b490,sequence,4,compile_fail,False,True,Error line 66 in file: data/csr/claude-opus-4-6_20260614T081502Z/extracted/5ff302fdb03929946120216bea43c4393359b490.puml,0,0,9,0.0000,0,0,0,0,0,24,0.0000,message,,80.13,data/puml_files/5ff302fdb03929946120216bea43c4393359b490.puml,data/runs/claude-opus-4-6_20260614T081502Z/5ff302fdb03929946120216bea43c4393359b490.puml,True,data/puml_images_1568/5ff302fdb03929946120216bea43c4393359b490.png,data/csr/claude-opus-4-6_20260614T081502Z/png/5ff302fdb03929946120216bea43c4393359b490.png,False
claude-opus-4-6,Claude Opus 4.6,6084305e9660aa52a87f03713a2c2186550b7b67,sequence,3,compile_fail,False,True,Error line 9 in file: data/csr/claude-opus-4-6_20260614T081502Z/extracted/6084305e9660aa52a87f03713a2c2186550b7b67.puml,0,0,5,0.0000,0,0,0,0,0,7,0.0000,message,,37.63,data/puml_files/6084305e9660aa52a87f03713a2c2186550b7b67.puml,data/runs/claude-opus-4-6_20260614T081502Z/6084305e9660aa52a87f03713a2c2186550b7b67.puml,True,data/puml_images_1568/6084305e9660aa52a87f03713a2c2186550b7b67.png,data/csr/claude-opus-4-6_20260614T081502Z/png/6084305e9660aa52a87f03713a2c2186550b7b67.png,False
claude-opus-4-6,Claude Opus 4.6,685ed63861f107bdd4c1567f840f159d819d7604,sequence,1,compile_fail,False,True,Error line 9 in file: data/csr/claude-opus-4-6_20260614T081502Z/extracted/685ed63861f107bdd4c1567f840f159d819d7604.puml,0,0,5,0.0000,0,0,0,0,0,8,0.0000,message,,80.85,data/puml_files/685ed63861f107bdd4c1567f840f159d819d7604.puml,data/runs/claude-opus-4-6_20260614T081502Z/685ed63861f107bdd4c1567f840f159d819d7604.puml,True,data/puml_images_1568/685ed63861f107bdd4c1567f840f159d819d7604.png,data/csr/claude-opus-4-6_20260614T081502Z/png/685ed63861f107bdd4c1567f840f159d819d7604.png,False
claude-opus-4-6,Claude Opus 4.6,75d17323e3f57e506be51b5455aa97ae89d8c5cc,sequence,2,compile_fail,False,True,Error line 13 in file: data/csr/claude-opus-4-6_20260614T081502Z/extracted/75d17323e3f57e506be51b5455aa97ae89d8c5cc.puml,0,0,4,0.0000,0,0,0,0,0,6,0.0000,message,,58.51,data/puml_files/75d17323e3f57e506be51b5455aa97ae89d8c5cc.puml,data/runs/claude-opus-4-6_20260614T081502Z/75d17323e3f57e506be51b5455aa97ae89d8c5cc.puml,True,data/puml_images_1568/75d17323e3f57e506be51b5455aa97ae89d8c5cc.png,data/csr/claude-opus-4-6_20260614T081502Z/png/75d17323e3f57e506be51b5455aa97ae89d8c5cc.png,False
claude-opus-4-6,Claude Opus 4.6,836fc1be71c455412e94cfec349f181ac525ab0f,class,2,compile_fail,False,True,Error line 26 in file: data/csr/claude-opus-4-6_20260614T081502Z/extracted/836fc1be71c455412e94cfec349f181ac525ab0f.puml,0,0,8,0.0000,0,0,0,0,0,4,0.0000,dependency;association,,63.93,data/puml_files/836fc1be71c455412e94cfec349f181ac525ab0f.puml,data/runs/claude-opus-4-6_20260614T081502Z/836fc1be71c455412e94cfec349f181ac525ab0f.puml,True,data/puml_images_1568/836fc1be71c455412e94cfec349f181ac525ab0f.png,data/csr/claude-opus-4-6_20260614T081502Z/png/836fc1be71c455412e94cfec349f181ac525ab0f.png,False
